gauge_id,pilot_split,original_split,camelsh_huc02,state,gauge_name,drain_sqkm_attr,obs_years_usable,first_obs_year_usable,last_obs_year_usable,actual_valid_target_count,sampling_seed,stratum_source_count,stratum_selected_count,area,slope,aridity,snow_fraction,soil_depth,permeability,forest_fraction,baseflow_index
01100627,train,train,01,MA,"SHAWSHEEN RIVER AT BALMORAL STREET AT ANDOVER, MA",173.1114,16,2007,2024,34687,20262019,112,35,173.1114,2.339778,1.16843382599753,0.0867920743577839,56.45901,9.082905,0.204402532,55.51249
01108410,train,train,01,MA,"MILL RIVER AT SPRING STREET AT TAUNTON, MA",122.022,15,2006,2024,39510,20262019,112,35,122.022,1.168305,1.11113989359189,0.0740079775756273,55.79979,8.008397,0.4296135,54.1953
01111500,train,train,01,RI,"BRANCH RIVER AT FORESTDALE, RI",237.2391,34,1991,2024,94132,20262019,112,35,237.2391,4.04364,1.09009279508038,0.0762764714941065,52.7104,5.748734,0.69939183,53.18005
01115630,train,train,01,RI,"NOOSENECK RIVER AT NOOSENECK, RI",21.7368,17,2008,2024,32779,20262019,112,35,21.7368,4.121547,1.11734984329086,0.0515671662358887,56.16046,3.842747,0.73033291,63.69609
01117370,train,train,01,RI,QUEEN R AT LIBERTY RD AT LIBERTY RI,50.4774,26,1999,2024,95646,20262019,112,35,50.4774,3.591315,1.12526323414174,0.0409652103602018,56.9539,6.912434,0.69372033,64.71893
01123000,train,train,01,CT,"LITTLE RIVER NEAR HANOVER, CT.",77.85271,29,1991,2024,82271,20262019,112,35,77.85271,5.144693,1.1628211526417,0.0555663256822518,56.58285,4.726579,0.6785891700000001,50.0243
01125000,train,train,01,MA,"FRENCH RIVER AT WEBSTER, MA",222.2319,17,2008,2024,28473,20262019,112,35,222.2319,4.798443,1.08036066479644,0.0890502902963864,54.74126,5.054618,0.59213687,52.59057
01127500,train,train,01,CT,"YANTIC RIVER AT YANTIC, CT.",230.7345,31,1992,2024,86494,20262019,112,35,230.7345,4.870491,1.14441407290284,0.0532499033933718,55.61627,4.543349,0.629106425,51.09212
01144000,train,train,01,VT,"WHITE RIVER AT WEST HARTFORD, VT",1790.244,19,1992,2024,75598,20262019,112,35,1790.244,17.90498,1.02001627873765,0.197408949501374,46.91476,2.667053,0.8376457,48.70612
01154500,train,train,01,NH,"CONNECTICUT RIVER AT NORTH WALPOLE, NH",14220.09,31,1992,2024,89776,20262019,112,35,14220.09,13.29214,0.982729054191576,0.201824039223015,50.02793,3.280105,0.8062034,47.85812
01155500,train,train,01,VT,"WEST RIVER AT JAMAICA, VT",459.8118,18,1996,2024,76094,20262019,112,35,459.8118,12.03638,0.920387658243682,0.200445664379601,50.05049,2.290489,0.8815995,44.64468
01158000,train,train,01,NH,"ASHUELOT RIVER BELOW SURRY MT DAM, NEAR KEENE, NH",263.925,27,1996,2024,94965,20262019,112,35,263.925,10.20859,1.01043011519487,0.177879482055481,53.23782,3.900429,0.8698210000000001,44.58733
01161000,train,train,01,NH,"ASHUELOT RIVER AT HINSDALE, NH",1089.694,25,1993,2024,80950,20262019,112,35,1089.694,9.790375,1.04267984883736,0.147587462239448,53.08913,4.224917,0.8303659,45.48894
01166500,train,train,01,MA,"MILLERS RIVER AT ERVING, MA",965.4553,32,1991,2024,86587,20262019,112,35,965.4553,6.265597,1.04145199096311,0.12907186339388,55.59723,5.043206,0.7356385,48.55278
01170500,train,train,01,MA,"CONNECTICUT RIVER AT MONTAGUE CITY, MA",20389.69,31,1994,2024,94812,20262019,112,35,20389.69,12.64952,0.983765512484123,0.182112376230231,50.02359,3.393022,0.8082173,47.31102
01184000,train,train,01,CT,"CONNECTICUT RIVER AT THOMPSONVILLE, CT.",25049.46,32,1991,2024,93792,20262019,112,35,25049.46,11.61366,0.99496114211341,0.16625801563343,50.38666,3.747842,0.7786766,47.60971
01184100,train,train,01,CT,"STONY BROOK NEAR WEST SUFFIELD, CT.",24.64571,31,1991,2024,86353,20262019,112,35,24.64571,4.604953,1.08029685506709,0.0643671080606332,56.32278,5.598965,0.470478703,48.9132
01186500,train,train,01,CT,"STILL RIVER AT ROBERTSVILLE, CT.",221.4873,30,1991,2024,75048,20262019,112,35,221.4873,9.003024,0.970152810264668,0.107290941359282,54.17042,4.206918,0.79620225,47.18054
01187300,train,train,01,MA,"HUBBARD RIVER NR. WEST HARTLAND, CT.",53.919,28,1992,2024,81644,20262019,112,35,53.919,6.954495,0.964462798307604,0.119472984770138,44.38006,2.753969,0.8905859100000001,44.55763
01192883,train,train,01,CT,"COGINCHAUG RIVER AT MIDDLEFIELD, CT",77.8588,30,1991,2024,87427,20262019,112,35,77.8588,6.888032,1.05444311103551,0.0525027672366171,49.31679,3.562758,0.5927313000000001,49.21472
01195490,train,train,01,CT,"QUINNIPIAC RIVER AT SOUTHINGTON, CT.",47.5542,30,1991,2024,90235,20262019,112,35,47.5542,4.517357,1.05150145469456,0.061955463042198,50.69854,6.215942,0.265017636,50.64823
01196620,train,train,01,CT,"MILL R NR HAMDEN, CT.",63.81,28,1992,2024,86713,20262019,112,35,63.81,5.954959,1.09773700752463,0.0498142257231122,52.70474,5.654779,0.582750307,49.3235
01197000,train,train,01,MA,"EAST BRANCH HOUSATONIC RIVER AT COLTSVILLE, MA",149.5539,32,1991,2024,94248,20262019,112,35,149.5539,7.0,0.941958363879084,0.162851332394994,50.43221,3.121187,0.7541568599999999,44.78071
01203805,train,train,01,CT,"WEEKEEPEEMEE RIVER AT HOTCHKISSVILLE, CT",70.0848,20,2003,2024,69622,20262019,112,35,70.0848,8.937268,1.09228296771527,0.0693324206245847,54.23021,4.046096,0.712284288,46.92493
01331500,train,train,02,MA,"HOOSIC RIVER AT ADAMS, MA",121.0464,34,1991,2024,95493,20262020,182,57,121.0464,12.83088,0.973755770343861,0.163540245482678,45.17684,3.442436,0.75223048,46.01541
01333000,train,train,02,MA,"GREEN RIVER AT WILLIAMSTOWN, MA",112.1643,27,1991,2024,80540,20262020,182,57,112.1643,21.11296,1.04050589879165,0.137892693301465,40.10708,2.630736,0.8130019799999999,46.97271
01396190,train,train,02,NJ,South Branch Raritan River at Four Bridges NJ,79.9956,13,1999,2011,93692,20262020,182,57,79.9956,6.12183,1.0724669372074,0.0713717230549478,52.51645,3.97164,0.4597340399,57.97655
01486500,train,train,02,MD,"BEAVERDAM CREEK NEAR SALISBURY, MD",46.7451,16,2001,2016,89659,20262020,182,57,46.7451,0.1743217,1.33300587885241,0.0136061534014941,60.0,5.357301,0.17805502,58.95464
01555500,train,train,02,PA,"East Mahantango Creek near Dalmatia, PA",421.7076,34,1991,2024,84643,20262020,182,57,421.7076,11.96907,1.15578650046549,0.08794208701404,44.68758,4.643028,0.52188391,51.34587
01566000,train,train,02,PA,"Tuscarora Creek near Port Royal, PA",543.699,22,2003,2024,71589,20262020,182,57,543.699,14.49693,1.35488760540456,0.0896534776945039,42.40075,4.142157,0.75831722,46.35949
01581757,train,train,02,MD,"OTTER POINT CREEK NEAR EDGEWOOD, MD",138.9735,21,2000,2020,91124,20262020,182,57,138.9735,4.792123,1.32654515142698,0.0490719623231738,59.09049,1.659497,0.375352087,55.38239
01581920,train,train,02,MD,"GUNPOWDER FALLS NEAR PARKTON, MD",211.0086,24,2001,2024,88407,20262020,182,57,211.0086,6.892686,1.35395678795292,0.075787671321904,57.1414,1.772576,0.38857514,63.5232
01589000,train,train,02,MD,"PATAPSCO RIVER AT HOLLOFIELD, MD",738.8298,19,1991,2024,44923,20262020,182,57,738.8298,5.404593,1.41049694581041,0.0603780438505369,56.07198,1.852612,0.36758063,60.86786
01589300,train,train,02,MD,"GWYNNS FALLS AT VILLA NOVA, MD",84.519,28,1997,2024,91298,20262020,182,57,84.519,3.643466,1.39085008271166,0.0601883663269003,58.82689,1.674044,0.252071165,57.71772
01589440,train,train,02,MD,"JONES FALLS AT SORRENTO, MD",65.1033,27,1997,2024,89170,20262020,182,57,65.1033,5.074302,1.34348642437882,0.0577070406209038,59.07807,1.8044,0.49285984,55.30224
01601000,train,train,02,PA,"Wills Creek below Hyndman, PA",378.0063,21,2003,2024,67460,20262020,182,57,378.0063,17.29301,1.39195253450642,0.101456876125637,37.59935,4.140468,0.8523334199999999,38.61763
01603000,train,train,02,MD,"NORTH BRANCH POTOMAC RIVER NEAR CUMBERLAND, MD",2267.205,31,1991,2024,93792,20262020,182,57,2267.205,16.05322,1.36092083134559,0.101605468467877,38.86525,5.062017,0.8039277199999999,40.05365
01607500,train,train,02,WV,"SO FK SO BR POTOMAC R AT BRANDYWINE, WV",267.1758,28,1995,2024,92328,20262020,182,57,267.1758,19.33271,1.59395961955829,0.0938266923959964,36.39515,4.560667,0.87336206,43.96386
01613050,train,train,02,PA,"Tonoloway Creek near Needmore, PA",27.8982,33,1992,2024,86537,20262020,182,57,27.8982,14.88402,1.44622517041861,0.0994413478613242,37.34222,7.041558,0.74756433,36.33593
01614500,train,train,02,MD,"CONOCOCHEAGUE CREEK AT FAIRVIEW, MD",1309.48,31,1992,2024,91029,20262020,182,57,1309.48,7.817539,1.39716967478199,0.0789397718039166,49.78442,3.842499,0.38221234,48.17442
01618000,train,train,02,WV,"POTOMAC RIVER AT SHEPHERDSTOWN, WV",15422.54,11,1991,2024,17280,20262020,182,57,15422.54,14.20337,1.51572903005492,0.0822355492304773,40.35056,4.479584,0.71086848,41.20106
01619000,train,train,02,MD,"ANTIETAM CREEK NEAR WAYNESBORO, PA",243.963,19,2006,2024,47255,20262020,182,57,243.963,8.428091,1.3603125696716,0.0902702105688773,57.42683,3.728634,0.41816505,50.83313
01625000,train,train,02,VA,"MIDDLE RIVER NEAR GROTTOES, VA",964.1261,33,1991,2024,91611,20262020,182,57,964.1261,8.153139,1.60990480137236,0.0501828284392866,47.11291,2.097186,0.38219467,49.88276
01626850,train,train,02,VA,"SOUTH RIVER NEAR DOOMS, VA",384.0444,23,1991,2024,46580,20262020,182,57,384.0444,11.59258,1.59074130011863,0.0551348926154637,48.47311,3.168381,0.60704312,51.76549
01631000,train,train,02,VA,"S F SHENANDOAH RIVER AT FRONT ROYAL, VA",4230.537,34,1991,2024,91007,20262020,182,57,4230.537,12.65606,1.62602613417479,0.0585817677991178,45.11836,3.308599,0.55617891,47.45465
01637500,train,train,02,MD,"CATOCTIN CREEK NEAR MIDDLETOWN, MD",174.2859,29,1991,2024,88495,20262020,182,57,174.2859,10.45992,1.41668902600045,0.0889844026946587,49.99607,2.518186,0.510413081,53.20721
01639500,train,train,02,MD,"BIG PIPE CREEK AT BRUCEVILLE, MD",267.1785,31,1991,2024,90169,20262020,182,57,267.1785,5.31458,1.37464021362038,0.0771443874619391,44.65794,2.206746,0.264419888,52.11861
01643395,train,train,02,MD,"SOPER BRANCH AT HYATTSTOWN, MD",3.312,20,2005,2024,53491,20262020,182,57,3.312,5.95092,1.40925338428665,0.0557423242570059,38.285,2.3165,0.80434783,51.37337
01643500,train,train,02,MD,"BENNETT CREEK AT PARK MILLS, MD",163.8468,30,1991,2024,85440,20262020,182,57,163.8468,6.643655,1.41995438708142,0.0584807000335073,39.32871,2.352614,0.379127967,51.9262
01644280,train,train,02,VA,"BROAD RUN NEAR LEESBURG, VA",196.8507,22,2002,2024,75930,20262020,182,57,196.8507,1.636807,1.5246756008437,0.0467192484641997,44.54754,2.039457,0.212721107,31.7601
01644371,train,train,02,MD,"LITTLE SENECA CREEK TRIBUTARY NEAR CLARKSBURG, MD",1.1826,20,2005,2024,51713,20262020,182,57,1.1826,3.558333,1.47272756682851,0.053131278521487,44.38129,2.230674,0.1849314749999999,53.0
01644600,train,train,02,MD,"GREAT SENECA CREEK NEAR QUINCE ORCHARD, MD",139.1562,11,1998,2008,85469,20262020,182,57,139.1562,4.416349,1.47272756682851,0.053131278521487,54.18428,2.069771,0.272950137,53.11633
01645000,train,train,02,MD,"SENECA CREEK AT DAWSONVILLE, MD",262.4328,31,1991,2024,95278,20262020,182,57,262.4328,4.453448,1.46504777778349,0.0525728437796701,50.37524,2.130529,0.3012639769999999,51.75933
01646500,train,train,02,MD,"POTOMAC RIVER NEAR WASH, DC LITTLE FALLS PUMP STA",29952.08,32,1991,2024,95292,20262020,182,57,29952.08,11.74253,1.52592035148897,0.0691879211878074,43.91812,3.714737,0.58584147,43.82241
01649500,train,train,02,MD,"NORTH EAST BRANCH ANACOSTIA RIVER AT RIVERDALE, MD",188.0622,30,1991,2024,91054,20262020,182,57,188.0622,3.156071,1.53753137767706,0.0456058102197027,56.76278,2.928334,0.24617861,47.29021
01651800,train,train,02,DC,"WATTS BRANCH AT WASHINGTON, DC",8.559,31,1993,2024,91276,20262020,182,57,8.559,3.915294,1.49946556586074,0.0371231820281772,56.66718,3.270157,0.13901161,38.12482
01652500,train,train,02,VA,"FOURMILE RUN AT ALEXANDRIA, VA",34.5501,25,1999,2024,87560,20262020,182,57,34.5501,3.377861,1.52299626124756,0.0341947873821629,58.36931,3.070344,0.088983823,34.40751
01653000,train,train,02,VA,"CAMERON RUN AT ALEXANDRIA, VA",87.3063,33,1991,2024,90601,20262020,182,57,87.3063,3.324284,1.48975927475725,0.0401102617843531,58.7717,3.6162,0.190048173,32.46616
01653600,train,train,02,MD,"PISCATAWAY CREEK AT PISCATAWAY, MD",102.7305,27,1992,2024,85680,20262020,182,57,102.7305,2.845059,1.22627492651448,0.0309952499838496,57.87696,3.871922,0.45007669,39.50448
01654000,train,train,02,VA,"ACCOTINK CREEK NEAR ANNANDALE, VA",60.70827,30,1991,2024,86921,20262020,182,57,60.70827,3.079585,1.48975927475725,0.0401102617843531,58.31335,2.215804,0.2477205599999999,28.28834
01656000,train,train,02,VA,"CEDAR RUN NEAR CATLETT, VA",241.2711,33,1991,2024,89442,20262020,182,57,241.2711,3.391551,1.5722151086381,0.0428484713964011,40.85727,2.722497,0.341910428,35.37766
01658000,train,train,02,MD,"MATTAWOMAN CREEK NEAR POMONKEY, MD",143.748,23,2001,2023,85556,20262020,182,57,143.748,1.404424,1.22627492651448,0.0309952499838496,57.9206,3.877014,0.46845735,39.84548
01660400,train,train,02,VA,"AQUIA CREEK NEAR GARRISONVILLE, VA",90.6984,25,1991,2024,82919,20262020,182,57,90.6984,3.006392,1.5855570879161,0.0341788804928181,48.73127,2.143328,0.652258517,30.7815
01661500,train,train,02,MD,"ST MARYS RIVER AT GREAT MILLS, MD",65.3904,30,1991,2024,84932,20262020,182,57,65.3904,1.360606,0.647198649850807,0.0119805960546676,57.29465,3.652821,0.5508974099999999,49.3611
01664000,train,train,02,VA,"RAPPAHANNOCK RIVER AT REMINGTON, VA",1605.101,34,1991,2024,92136,20262020,182,57,1605.101,9.973848,1.50029677201818,0.0474978550558585,49.27988,2.965423,0.59545936,45.74763
01668000,train,train,02,VA,"RAPPAHANNOCK RIVER NEAR FREDERICKSBURG, VA",4135.021,32,1991,2024,91774,20262020,182,57,4135.021,7.968153,1.53241592260859,0.0416473767829967,48.59265,2.61455,0.549061,45.12587
01669520,train,train,02,VA,"DRAGON SWAMP AT MASCOT, VA",277.3854,34,1991,2024,92108,20262020,182,57,277.3854,1.560637,1.46639415936348,0.0170688904435191,60.0,4.76828,0.56581638,52.99042
01673000,train,train,02,VA,"PAMUNKEY RIVER NEAR HANOVER, VA",2796.263,22,2003,2024,69562,20262020,182,57,2796.263,3.140947,1.56378169459002,0.0354899758416992,53.31706,2.343573,0.57851708,43.16385
01673638,train,train,02,VA,"COHOKE MILL CREEK NEAR LESTER MANOR, VA",22.3497,10,1999,2008,80523,20262020,182,57,22.3497,3.536433,1.53379377856096,0.0220707090045426,60.0,5.1665,0.735916,51.46769
01674500,train,train,02,VA,"MATTAPONI RIVER NEAR BEULAHVILLE, VA",1554.768,32,1991,2024,94262,20262020,182,57,1554.768,2.563563,1.564897796784,0.0315393652135952,57.53805,4.096179,0.56826259,43.50766
02011490,train,train,02,VA,"LITTLE BACK CREEK NEAR SUNRISE, VA",12.7701,33,1991,2024,91950,20262020,182,57,12.7701,29.44722,1.41339305183463,0.0866329001726295,32.94383,6.820882,0.853619059,42.23582
02014000,train,train,02,VA,"POTTS CREEK NEAR COVINGTON, VA",396.783,34,1991,2024,93912,20262020,182,57,396.783,19.61471,1.53977315333858,0.0663997950483188,39.50893,5.439788,0.8953500640000001,45.88055
02015700,train,train,02,VA,"BULLPASTURE RIVER AT WILLIAMSVILLE, VA",285.4062,26,1999,2024,89368,20262020,182,57,285.4062,17.12331,1.4857605749626,0.0778391738576188,34.62082,6.369063,0.813369166,40.47419
02017500,train,train,02,VA,"JOHNS CREEK AT NEW CASTLE, VA",276.1497,33,1991,2024,90810,20262020,182,57,276.1497,17.25391,1.52396922721661,0.0617939586762282,39.76696,5.444149,0.91836599,48.06064
02019500,train,train,02,VA,"JAMES RIVER AT BUCHANAN, VA",5378.53,34,1991,2024,95130,20262020,182,57,5378.53,18.82872,1.51085535177831,0.0616352527333013,37.72091,5.071691,0.85357651,44.24413
02022500,train,train,02,VA,"KERRS CREEK NEAR LEXINGTON, VA",91.09711,34,1991,2024,92918,20262020,182,57,91.09711,17.97406,1.49774711045,0.0338851127154021,39.67265,1.750509,0.7107855200000001,43.18464
02024000,train,train,02,VA,"MAURY RIVER NEAR BUENA VISTA, VA",1674.867,34,1991,2024,91599,20262020,182,57,1674.867,16.56136,1.46342670426658,0.0581493752912811,42.19444,3.710099,0.7345245300000001,43.66261
02027000,train,train,02,VA,"TYE RIVER NEAR LOVINGSTON, VA",240.7671,25,2000,2024,89504,20262020,182,57,240.7671,22.11341,1.49872111473682,0.050839954900774,45.08156,3.361459,0.795222,51.91191
02031000,train,train,02,VA,"MECHUMS RIVER NEAR WHITE HALL, VA",245.9205,24,2000,2024,89586,20262020,182,57,245.9205,10.86379,1.4756991810624,0.0394260050291843,55.796,2.8198,0.63534925,47.28049
02038850,train,train,02,VA,"HOLIDAY CREEK NEAR ANDERSONVILLE, VA",22.00359,31,1991,2024,85253,20262020,182,57,22.00359,4.048438,1.52382773504498,0.0395876395618808,57.70572,1.271572,0.90233129,52.80049
02047000,train,train,03,VA,"NOTTOWAY RIVER NEAR SEBRELL, VA",3731.432,32,1991,2024,93863,20262021,171,53,3731.432,2.050745,1.49536425145021,0.0251175895456113,58.66247,2.951183,0.58543351,41.33348
02049500,train,train,03,VA,"BLACKWATER RIVER NEAR FRANKLIN, VA",1582.664,17,2008,2024,28385,20262021,171,53,1582.664,1.110391,1.46041892179843,0.0158990010326691,60.0,3.963976,0.4205324499999999,43.86
02052000,train,train,03,VA,"MEHERRIN RIVER AT EMPORIA, VA",1929.753,34,1991,2024,94583,20262021,171,53,1929.753,3.013416,1.55642553060161,0.0259956994699099,57.51932,1.934242,0.6495259400000001,39.75451
02060500,train,train,03,VA,"ROANOKE RIVER AT ALTAVISTA, VA",4617.756,34,1991,2024,95349,20262021,171,53,4617.756,11.03104,1.44860759249838,0.0407998667597501,52.43348,2.182484,0.63826098,52.9646
02069000,train,train,03,NC,"DAN RIVER AT PINE HALL, NC",1280.292,16,2009,2024,17901,20262021,171,53,1280.292,8.439222,1.36417035576146,0.0261017742133313,53.30354,1.923887,0.69340695,56.8179
02069700,train,train,03,VA,"SOUTH MAYO RIVER NEAR NETTLERIDGE, VA",221.1336,34,1991,2024,91218,20262021,171,53,221.1336,12.91028,1.22323371898037,0.0322641363896689,50.91606,2.364679,0.73989844,55.75018
02075500,train,train,03,VA,"DAN RIVER AT PACES, VA",6697.781,34,1991,2024,95080,20262021,171,53,6697.781,6.929024,1.40765178551452,0.0267136543869036,54.48851,1.836514,0.6618442600000001,49.48476
02104220,train,train,03,NC,"ROCKFISH CREEK AT RAEFORD, NC",241.7823,34,1991,2024,96095,20262021,171,53,241.7823,2.907963,1.58199139908584,0.0143407991484707,59.97385,5.992592,0.568787339,59.89633
0214657975,train,train,03,NC,"IRVINS CREEK AT SR3168 NR CHARLOTTE, NC",21.7917,25,2000,2024,93215,20262021,171,53,21.7917,2.484138,1.58268305735049,0.0167513051813382,58.15,1.4405,0.31008135,28.14215
02153200,train,train,03,SC,"BROAD RIVER NEAR BLACKSBURG, SC",3408.412,27,1998,2024,94561,20262021,171,53,3408.412,10.02115,1.230201530796,0.0170468984725569,55.64528,1.870609,0.61679717,54.85815
02157470,train,train,03,SC,"MIDDLE TYGER RIVER NEAR GRAMLING, SC",84.8178,20,2002,2024,76051,20262021,171,53,84.8178,7.185578,1.20074601775677,0.0136606008751758,58.09162,1.670276,0.58102544,58.08961
02163001,train,train,03,SC,"SALUDA RIVER NEAR WILLIAMSTON, SC",1087.174,17,2008,2024,28074,20262021,171,53,1087.174,11.21441,1.17813987371644,0.0138329377756722,53.25977,2.001572,0.66432884,64.16968
02191300,train,train,03,GA,"BROAD RIVER ABOVE CARLTON, GA",1958.666,27,1998,2024,89539,20262021,171,53,1958.666,5.292457,1.30994566150881,0.0123783860062814,57.92087,1.813745,0.508159231,61.76642
02201230,train,train,03,GA,"OGEECHEE RIVER AT MIDVILLE, GA",3358.992,22,2003,2024,67411,20262021,171,53,3358.992,2.404069,1.65453947060969,0.0049860485250972,59.6031,3.066346,0.51601934,52.10443
02203655,train,train,03,GA,"SOUTH RIVER AT FORREST PARK ROAD, AT ATLANTA, GA",59.5908,22,2003,2024,70163,20262021,171,53,59.5908,3.938591,1.40535920544013,0.0075040221543011,25.73855,1.664974,0.1983326299999999,45.78678
02203700,train,train,03,GA,"INTRENCHMENT CREEK NEAR ATLANTA, GA",27.5913,18,2004,2022,63493,20262021,171,53,27.5913,4.214002,1.38155584180398,0.0075801621992703,29.93888,1.629582,0.118080697,46.10112
02207448,train,train,03,GA,"BIG HAYNES CREEK AT BALD ROCK ROAD, NR MILSTEAD GA",211.9221,16,2003,2024,67142,20262021,171,53,211.9221,3.928706,1.4044553138212,0.0081346785577998,50.62442,2.748345,0.4086695,51.52356
02244440,train,train,03,FL,"DUNNS CREEK NEAR SATSUMA, FL",1449.301,29,1995,2024,94081,20262021,171,53,1449.301,0.1177128,1.65185052082054,5.44348310790215e-06,59.0318,10.88917,0.2742139018,43.66701
02245500,train,train,03,FL,"SOUTH FORK BLACK CREEK NR PENNEY FARMS, FLA.",348.4345,31,1993,2024,92970,20262021,171,53,348.4345,0.8455909,1.60634706042088,8.62422650459269e-06,59.24858,10.35587,0.492234167,41.46449
02246000,train,train,03,FL,"NORTH FORK BLACK CREEK NR MIDDLEBURG, FLA.",451.0611,37,1987,2024,94525,20262021,171,53,451.0611,0.5571961,1.56412838530157,6.32070197597821e-05,59.99628,8.832613,0.4519343445,33.97878
02274005,train,train,03,FL,"OTTER CREEK NEAR OKEECHOBEE, FL",23.2245,20,2004,2024,64183,20262021,171,53,23.2245,0.01247312,1.76861920974718,0.0,57.475,11.127,0.0,49.08886
02296500,train,train,03,FL,CHARLIE CREEK NEAR GARDNER FL,886.3965,32,1993,2024,96142,20262021,171,53,886.3965,0.1216097,1.75436201382947,0.0,58.21396,10.84773,0.008451748,48.73859
02297100,train,train,03,FL,JOSHUA CREEK AT NOCATEE FL,350.4303,31,1993,2024,90535,20262021,171,53,350.4303,0.03709622,1.73648213151403,0.0,58.14085,10.6606,0.0,39.91952
02298880,train,train,03,FL,MYAKKA RIVER AT CONTROL NEAR LAUREL FL,682.3655,17,2008,2024,24429,20262021,171,53,682.3655,0.08872114,1.63652957659157,0.0,59.1875,11.02546,9.232587e-06,27.74888
02303330,train,train,03,FL,HILLSBOROUGH R AT MORRIS BR NEAR THONOTOSASSA FL,985.014,31,1987,2024,94986,20262021,171,53,985.014,0.4105373,1.65495504593237,0.0,58.71844,10.53914,0.01973393,39.48821
02334578,train,train,03,GA,"LEVEL CREEK AT SUWANEE DAM ROAD, NEAR SUWANEE, GA",13.1184,23,2002,2024,82815,20262021,171,53,13.1184,3.833588,1.27533504620863,0.0104284123734205,59.1,1.597,0.30358121,56.07197
02343801,train,train,03,GA,"CHATTAHOOCHEE RIVER NEAR COLUMBIA, AL",21230.02,13,2012,2024,15112,20262021,171,53,21230.02,4.656859,1.41041362327065,0.0034634877363258,55.98064,2.685745,0.56478278,53.10186
02365470,train,train,03,FL,"WRIGHTS CREEK AT SH 177-A NR BONIFAY,FL",386.4717,24,1999,2024,84455,20262021,171,53,386.4717,1.468747,1.39406960350166,0.0007212159062867,60.0,4.050272,0.32210019,62.62776
02365769,train,train,03,FL,"BRUCE CREEK AT SH 81 NR REDBAY, FL",211.9887,22,1999,2024,81150,20262021,171,53,211.9887,2.647109,1.33812303012063,0.0002218373967126,60.0,6.522709,0.471990211,69.02221
02371500,train,train,03,AL,CONECUH RIVER AT BRANTLEY AL,1292.785,30,1995,2024,94166,20262021,171,53,1292.785,3.400862,1.34452443168806,0.0023666569079143,59.68193,2.836476,0.5973332,41.43511
02374950,train,train,03,AL,BIG ESCAMBIA CR AT SARDINE BR NR STANLEY CROSSROAD,503.5059,24,2001,2024,92675,20262021,171,53,503.5059,2.631125,1.34675324228496,0.0007876197019425,60.0,2.814007,0.50065328,50.46922
