gauge_id,original_split,camelsh_huc02,state,gauge_name,drain_sqkm_attr,actual_valid_target_count,obs_years_usable,first_obs_year_usable,last_obs_year_usable,area,slope,aridity,snow_fraction,soil_depth,permeability,forest_fraction,baseflow_index
01122000,train,01,CT,"NATCHAUG RIVER AT WILLIMANTIC, CT.",453.2904,93957,26,1998,2024,453.2904,5.99519,1.10949275621078,0.076609766410801,54.54433,4.828273,0.72095839,49.66228
01122500,train,01,CT,"SHETUCKET RIVER NEAR WILLIMANTIC, CT.",1048.47,92006,31,1992,2024,1048.47,6.009691,1.09959945076639,0.0759281181957242,54.236,4.842443,0.69324283,51.5891
01123000,train,01,CT,"LITTLE RIVER NEAR HANOVER, CT.",77.85271,82271,29,1991,2024,77.85271,5.144693,1.1628211526417,0.0555663256822518,56.58285,4.726579,0.6785891700000001,50.0243
01125000,train,01,MA,"FRENCH RIVER AT WEBSTER, MA",222.2319,28473,17,2008,2024,222.2319,4.798443,1.08036066479644,0.0890502902963864,54.74126,5.054618,0.59213687,52.59057
01125500,train,01,CT,"QUINEBAUG RIVER AT PUTNAM, CT",839.9187,90110,29,1996,2024,839.9187,5.815078,1.08276620297567,0.0830906581562536,53.45041,4.514468,0.6347629100000001,52.28817
01127000,train,01,CT,"QUINEBAUG RIVER AT JEWETT CITY, CT.",1838.699,94136,30,1992,2024,1838.699,5.134062,1.11269386451513,0.0716917999777237,54.23643,5.231776,0.6132913,52.92734
01127500,train,01,CT,"YANTIC RIVER AT YANTIC, CT.",230.7345,86494,31,1992,2024,230.7345,4.870491,1.14441407290284,0.0532499033933718,55.61627,4.543349,0.629106425,51.09212
01129200,train,01,NH,"CONNECTICUT R BELOW INDIAN STREAM NR PITTSBURG, NH",658.7442,92410,31,1992,2024,658.7442,10.01239,0.886948870442307,0.249287629053784,51.88986,1.943412,0.8545560000000001,49.09609
01139000,train,01,VT,"WELLS RIVER AT WELLS RIVER, VT",246.3333,74399,14,2004,2024,246.3333,11.24645,1.00573990920226,0.180085320352776,52.11228,2.535824,0.8318772,48.37689
01139800,train,01,VT,"EAST ORANGE BRANCH AT EAST ORANGE, VT",22.7997,69302,11,2009,2024,22.7997,18.02985,0.99498910573742,0.208353448903993,48.92587,2.680574,0.93719658,49.3784
01142500,train,01,VT,"AYERS BROOK AT RANDOLPH, VT",82.16668,68731,17,1998,2024,82.16668,14.92847,1.07026627275794,0.187307649430571,49.09513,2.340502,0.7277895999999999,47.7889
01144000,train,01,VT,"WHITE RIVER AT WEST HARTFORD, VT",1790.244,75598,19,1992,2024,1790.244,17.90498,1.02001627873765,0.197408949501374,46.91476,2.667053,0.8376457,48.70612
01151500,train,01,VT,"OTTAUQUECHEE RIVER AT NORTH HARTLAND, VT",576.1521,93613,32,1991,2024,576.1521,18.19419,0.992484029278879,0.191180858121965,49.73996,2.608246,0.8406281,48.11863
01152500,train,01,NH,"SUGAR RIVER AT WEST CLAREMONT, NH",700.3791,74158,18,1996,2024,700.3791,10.0066,1.07278662886758,0.17175284569822,55.64508,4.412862,0.7829501000000001,46.83298
01154000,train,01,VT,"SAXTONS RIVER AT SAXTONS RIVER, VT",187.3278,69239,14,2005,2021,187.3278,15.20703,0.976486177134322,0.160063876275432,45.3833,2.90843,0.8876873000000001,44.02641
01154500,train,01,NH,"CONNECTICUT RIVER AT NORTH WALPOLE, NH",14220.09,89776,31,1992,2024,14220.09,13.29214,0.982729054191576,0.201824039223015,50.02793,3.280105,0.8062034,47.85812
01155500,train,01,VT,"WEST RIVER AT JAMAICA, VT",459.8118,76094,18,1996,2024,459.8118,12.03638,0.920387658243682,0.200445664379601,50.05049,2.290489,0.8815995,44.64468
01157000,train,01,NH,"ASHUELOT RIVER NEAR GILSUM, NH",182.5785,10993,12,2010,2024,182.5785,9.06261,1.01043011519487,0.177879482055481,54.11325,3.994968,0.8662362,44.4062
01158000,train,01,NH,"ASHUELOT RIVER BELOW SURRY MT DAM, NEAR KEENE, NH",263.925,94965,27,1996,2024,263.925,10.20859,1.01043011519487,0.177879482055481,53.23782,3.900429,0.8698210000000001,44.58733
01160350,train,01,NH,"ASHUELOT RIVER AT WEST SWANZEY, NH",818.0181,88540,25,1998,2024,818.0181,9.604571,1.03935746202609,0.152897469021119,53.15253,4.133275,0.821739,44.9105
01161000,train,01,NH,"ASHUELOT RIVER AT HINSDALE, NH",1089.694,80950,25,1993,2024,1089.694,9.790375,1.04267984883736,0.147587462239448,53.08913,4.224917,0.8303659,45.48894
01162000,train,01,MA,"MILLERS RIVER NEAR WINCHENDON, MA",212.6241,60037,21,1991,2024,212.6241,4.605906,1.04402146602375,0.149307869957477,55.53043,4.303648,0.7171881999999999,47.90614
01166500,train,01,MA,"MILLERS RIVER AT ERVING, MA",965.4553,86587,32,1991,2024,965.4553,6.265597,1.04145199096311,0.12907186339388,55.59723,5.043206,0.7356385,48.55278
01168500,train,01,MA,"DEERFIELD RIVER AT CHARLEMONT, MA",938.5038,95368,32,1992,2024,938.5038,13.7512,0.896801924520967,0.184879828419055,45.63152,2.432307,0.8726349999999999,45.84417
01170000,train,01,MA,"DEERFIELD RIVER NEAR WEST DEERFIELD, MA",1451.378,93251,31,1991,2024,1451.378,13.53012,0.919273458875171,0.168781735152191,45.58846,2.530411,0.8564667,45.99179
01170100,train,01,MA,"GREEN RIVER NEAR COLRAIN, MA",106.9924,78711,23,1996,2024,106.9924,13.63876,0.914319455554315,0.154582410051221,45.1508,2.901625,0.9100943,45.69511
01170500,train,01,MA,"CONNECTICUT RIVER AT MONTAGUE CITY, MA",20389.69,94812,31,1994,2024,20389.69,12.64952,0.983765512484123,0.182112376230231,50.02359,3.393022,0.8082173,47.31102
01171500,train,01,MA,"MILL RIVER AT NORTHAMPTON, MA",139.7872,84491,30,1991,2024,139.7872,9.142008,1.02191842219986,0.0918432868852026,49.47105,3.853001,0.79511395,46.82605
01172500,train,01,MA,"WARE RIVER NEAR BARRE, MA",142.6932,92036,31,1991,2024,142.6932,4.840132,1.05928938501705,0.120960157259272,53.33321,2.065086,0.6561545,51.17537
01174565,train,01,MA,"WEST BRANCH SWIFT RIVER NEAR SHUTESBURY, MA",32.994,82558,25,1996,2024,32.994,9.167677,0.99238785537735,0.0990654974887052,54.9455,5.504,0.9243589,47.70319
01183500,train,01,MA,"WESTFIELD RIVER NEAR WESTFIELD, MA",1292.801,92285,34,1991,2024,1292.801,9.491315,0.979449746466119,0.109694652997088,47.40575,3.573973,0.7920533399999999,44.78721
01184000,train,01,CT,"CONNECTICUT RIVER AT THOMPSONVILLE, CT.",25049.46,93792,32,1991,2024,25049.46,11.61366,0.99496114211341,0.16625801563343,50.38666,3.747842,0.7786766,47.60971
01184100,train,01,CT,"STONY BROOK NEAR WEST SUFFIELD, CT.",24.64571,86353,31,1991,2024,24.64571,4.604953,1.08029685506709,0.0643671080606332,56.32278,5.598965,0.470478703,48.9132
01185500,train,01,MA,"WEST BRANCH FARMINGTON RIVER NEAR NEW BOSTON, MA",237.4254,83514,30,1991,2024,237.4254,7.743125,0.982857883446166,0.139161881856091,46.38277,2.301226,0.80539483,43.25794
01186000,train,01,CT,"WEST BRANCH FARMINGTON RIVER AT RIVERTON, CT",333.5841,95206,32,1991,2024,333.5841,8.50754,0.982857883446166,0.139161881856091,47.04961,2.695679,0.81941666,44.10855
01186500,train,01,CT,"STILL RIVER AT ROBERTSVILLE, CT.",221.4873,75048,30,1991,2024,221.4873,9.003024,0.970152810264668,0.107290941359282,54.17042,4.206918,0.79620225,47.18054
01187300,train,01,MA,"HUBBARD RIVER NR. WEST HARTLAND, CT.",53.919,81644,28,1992,2024,53.919,6.954495,0.964462798307604,0.119472984770138,44.38006,2.753969,0.8905859100000001,44.55763
01188000,train,01,CT,"BURLINGTON BROOK NEAR BURLINGTON, CT.",10.6235,84282,27,1996,2024,10.6235,4.219075,0.985740555201547,0.0831597480964055,58.0849,6.12321,0.6403932600000001,52.67935
01188090,train,01,CT,"FARMINGTON RIVER AT UNIONVILLE, CT.",977.783,90785,31,1991,2024,977.783,8.978729,0.980964634210845,0.111434324813542,50.45737,4.018195,0.80248318,47.56347
01189000,train,01,CT,"PEQUABUCK R AT FORESTVILLE, CT.",116.4466,79366,22,1991,2024,116.4466,6.123164,1.03949911595155,0.0716473385783441,55.49303,6.01209,0.501970681,51.97882
01189995,train,01,CT,"FARMINGTON RIVER AT TARIFFVILLE, CT.",1492.974,86586,31,1992,2024,1492.974,7.923052,1.00600745724819,0.0925088620079196,51.65779,4.743625,0.7160258,48.68248
01192500,train,01,CT,"HOCKANUM RIVER NEAR EAST HARTFORD, CT.",190.6678,94676,30,1992,2024,190.6678,5.129899,1.11404504244558,0.0742547513811092,52.351,6.451464,0.40810583,52.42584
01192883,train,01,CT,"COGINCHAUG RIVER AT MIDDLEFIELD, CT",77.8588,87427,30,1991,2024,77.8588,6.888032,1.05444311103551,0.0525027672366171,49.31679,3.562758,0.5927313000000001,49.21472
01195490,train,01,CT,"QUINNIPIAC RIVER AT SOUTHINGTON, CT.",47.5542,90235,30,1991,2024,47.5542,4.517357,1.05150145469456,0.061955463042198,50.69854,6.215942,0.265017636,50.64823
01196500,train,01,CT,"QUINNIPIAC RIVER AT WALLINGFORD, CT.",285.7488,95689,30,1991,2024,285.7488,5.275132,1.0822775431655,0.0605241186903844,51.68339,5.969594,0.360167164,49.81529
01196561,train,01,CT,Muddy River near East Wallingford,22.0257,48186,20,2005,2024,22.0257,6.992276,1.05444311103551,0.0525027672366171,49.07707,3.385772,0.42839049,49.37732
01196620,train,01,CT,"MILL R NR HAMDEN, CT.",63.81,86713,28,1992,2024,63.81,5.954959,1.09773700752463,0.0498142257231122,52.70474,5.654779,0.582750307,49.3235
01197000,train,01,MA,"EAST BRANCH HOUSATONIC RIVER AT COLTSVILLE, MA",149.5539,94248,32,1991,2024,149.5539,7.0,0.941958363879084,0.162851332394994,50.43221,3.121187,0.7541568599999999,44.78071
01197500,train,01,MA,"HOUSATONIC RIVER NEAR GREAT BARRINGTON, MA",732.8628,86631,33,1991,2024,732.8628,9.454358,0.993035097291997,0.148802908378333,46.37199,3.142461,0.6985443600000001,44.82374
01198000,train,01,MA,"GREEN RIVER NEAR GREAT BARRINGTON, MA",132.2276,24714,16,1995,2024,132.2276,11.52067,1.00290134469178,0.143082752160291,43.92752,2.671307,0.7790794,45.54243
01198125,train,01,MA,"HOUSATONIC RIVER NR ASHLEY FALLS, MA.",1210.621,25416,16,1995,2024,1210.621,9.861036,1.00342098103245,0.140277685505705,46.80257,3.387914,0.6924576600000001,45.39104
01203805,train,01,CT,"WEEKEEPEEMEE RIVER AT HOTCHKISSVILLE, CT",70.0848,69622,20,2003,2024,70.0848,8.937268,1.09228296771527,0.0693324206245847,54.23021,4.046096,0.712284288,46.92493
01208950,train,01,CT,"SASCO BROOK NEAR SOUTHPORT, CT.",19.2393,87164,31,1991,2024,19.2393,3.411059,1.26690223882435,0.0477228913820177,55.8589,6.439823,0.50470134,49.08734
01208990,train,01,CT,"SAUGATUCK RIVER NEAR REDDING, CT.",53.77249,85652,32,1991,2024,53.77249,8.075706,1.07276372954475,0.0689933193236674,52.21767,4.488978,0.759337066,48.06507
04296500,train,01,VT,"CLYDE RIVER AT NEWPORT, VT",375.0174,84619,25,1996,2024,375.0174,8.888477,0.946035367043112,0.218677823500801,51.17962,3.8438,0.6963517,46.37859
01331500,train,02,MA,"HOOSIC RIVER AT ADAMS, MA",121.0464,95493,34,1991,2024,121.0464,12.83088,0.973755770343861,0.163540245482678,45.17684,3.442436,0.75223048,46.01541
01333000,train,02,MA,"GREEN RIVER AT WILLIAMSTOWN, MA",112.1643,80540,27,1991,2024,112.1643,21.11296,1.04050589879165,0.137892693301465,40.10708,2.630736,0.8130019799999999,46.97271
01382500,train,02,NJ,PEQUANNOCK R AT MACOPIN INTAKE DAM NJ,164.1465,90817,40,1982,2024,164.1465,8.350098,1.08409895360325,0.090187303103988,56.17281,2.238019,0.7210351989999999,44.58653
01396190,train,02,NJ,South Branch Raritan River at Four Bridges NJ,79.9956,93692,13,1999,2011,79.9956,6.12183,1.0724669372074,0.0713717230549478,52.51645,3.97164,0.4597340399,57.97655
01406050,train,02,NJ,Deep Run at Old Bridge NJ,40.5324,77429,22,2001,2024,40.5324,1.533662,1.14074079487027,0.028660773839416,57.36786,8.575653,0.364153136,43.01001
01407290,train,02,NJ,Big Brook near Marlboro NJ,17.001,55897,20,2004,2024,17.001,2.267805,1.14074079487027,0.028660773839416,60.48,5.391,0.3233456549999999,45.93711
01409280,train,02,NJ,Westecunk Creek at Stafford Forge NJ,42.4827,64173,23,1982,2024,42.4827,0.9957677,1.25098860395662,0.0205098254582015,59.42188,9.353778,0.66794479,74.34665
01484525,train,02,DE,"MILLSBORO POND OUTLET AT MILLSBORO, DE",159.9129,88033,29,1992,2024,159.9129,0.1079222,1.2191770538864,0.0137735331967557,60.0,9.07261,0.2138157899999999,65.09983
01486500,train,02,MD,"BEAVERDAM CREEK NEAR SALISBURY, MD",46.7451,89659,16,2001,2016,46.7451,0.1743217,1.33300587885241,0.0136061534014941,60.0,5.357301,0.17805502,58.95464
01491500,train,02,MD,"TUCKAHOE CREEK NEAR RUTHSBURG, MD",223.0254,87787,24,2001,2024,223.0254,0.1075288,1.41996290665675,0.0310896296377219,60.0,4.433796,0.133031467,53.95818
01492500,train,02,MD,"SALLIE HARRIS CREEK NEAR CARMICHAEL, MD",18.9927,78378,22,2001,2024,18.9927,0.444971,1.36465781682884,0.0400420903690906,60.0,3.065629,0.168459432,53.78112
01493500,train,02,MD,"MORGAN CREEK NEAR KENNEDYVILLE, MD",33.02334,80179,30,1991,2024,33.02334,0.453418,1.40202502149709,0.0341717570939987,60.0,3.506029,0.0121046938,49.18097
01518700,train,02,PA,"Tioga River at Tioga Junction, PA",1142.424,92270,34,1991,2024,1142.424,12.33337,1.40233189405194,0.128295746570505,49.84945,1.552052,0.61895522,35.37883
01518862,train,02,PA,"Cowanesque River at Westfield, PA",233.9109,79035,28,1991,2024,233.9109,13.82177,1.26870955499049,0.144652589588525,49.56071,1.287361,0.53573474,35.52544
01520000,train,02,NY,"Cowanesque River near Lawrenceville, PA",776.2662,95994,34,1991,2024,776.2662,12.79221,1.34651935297735,0.134954656961586,48.60909,1.587356,0.54679433,35.14565
01553700,train,02,PA,"Chillisquaque Creek at Washingtonville, PA",133.6806,93308,34,1991,2024,133.6806,6.86729,1.23397952286596,0.0728656283957429,45.2681,2.247688,0.29500314,40.65667
01555000,train,02,PA,"Penns Creek at Penns Creek, PA",792.6156,85889,34,1989,2024,792.6156,13.68518,1.22565260996693,0.109819059618821,49.78851,5.533962,0.71573804,54.60516
01555500,train,02,PA,"East Mahantango Creek near Dalmatia, PA",421.7076,84643,34,1991,2024,421.7076,11.96907,1.15578650046549,0.08794208701404,44.68758,4.643028,0.52188391,51.34587
01564500,train,02,PA,"Aughwick Creek near Three Springs, PA",445.5612,78649,31,1991,2024,445.5612,13.09976,1.40810467938041,0.0889413517604811,39.39816,5.376173,0.76622609,40.1857
01566000,train,02,PA,"Tuscarora Creek near Port Royal, PA",543.699,71589,22,2003,2024,543.699,14.49693,1.35488760540456,0.0896534776945039,42.40075,4.142157,0.75831722,46.35949
01567500,train,02,PA,"Bixler Run near Loysville, PA",38.7729,28050,17,2008,2024,38.7729,10.56361,1.32203747065936,0.0883512445734446,56.92217,2.398556,0.50878578,48.46675
01573825,train,02,PA,"West Conewago Creek at East Berlin, PA",566.7066,60303,21,2004,2024,566.7066,4.347664,1.30390340508262,0.0744023440161647,52.41431,1.946928,0.2475392,50.71335
01581700,train,02,MD,"WINTERS RUN NEAR BENSON, MD",90.0522,90863,32,1991,2024,90.0522,4.81996,1.3412019943715,0.0550996933521884,59.41382,1.741372,0.3725439209999999,59.39658
