gauge_id,gauge_name,state,camelsh_huc02,lat_gage,lng_gage,drain_sqkm_attr,outlet_in_drbc,basin_intersects_drbc,basin_within_drbc,basin_area_sqkm_geom,overlap_area_sqkm,overlap_ratio_of_basin,selected,selection_reason,forcing_archive,forcing_member,hourly2_member,train_valid_target_count,train_expected_hours,train_coverage_fraction,validation_valid_target_count,validation_expected_hours,validation_coverage_fraction,test_valid_target_count,test_expected_hours,test_coverage_fraction,area,slope,aridity,snow_fraction,soil_depth,permeability,baseflow_index,forest_fraction,FLOW_PCT_EST_VALUES,BASIN_BOUNDARY_CONFIDENCE,outside_drbc_trainable,passes_streamflow_quality_gate,train_period_eligible,validation_period_eligible,drbc_test_period_eligible
0142400103,TROUT CREEK NEAR TROUT CREEK NY,NY,02,42.17369518,-75.2793403,52.8453,True,True,True,53.256,53.256,1.0,True,outlet_in_drbc_and_overlap_gte_0.90,timeseries_nonobs,Data/CAMELSH/timeseries_nonobs/0142400103.nc,Hourly2/0142400103_hourly.nc,79683,96432,0.8263128422100547,24566,26304,0.933926399026764,23054,26304,0.8764446472019465,52.8453,13.34431,1.02310863092307,0.150725748562491,54.93328,1.169518,40.87949,0.6931893800000001,10.31,10,False,True,False,False,True
01427500,CALLICOON CREEK AT CALLICOON NY,NY,02,41.7609216,-75.04822266,286.6103,True,True,True,288.982,288.982,1.0,True,outlet_in_drbc_and_overlap_gte_0.90,timeseries_nonobs,Data/CAMELSH/timeseries_nonobs/01427500.nc,Hourly2/01427500_hourly.nc,0,96432,0.0,0,26304,0.0,0,26304,0.0,286.6103,10.95792,1.10922959856613,0.115742997885238,50.23068,1.333291,45.82587,0.64581942,0.0,10,False,True,False,False,False
01428000,TENMILE RIVER AT TUSTEN NY,NY,02,41.56425561,-75.01516807,118.6839,True,True,True,119.668,119.668,1.0,True,outlet_in_drbc_and_overlap_gte_0.90,timeseries_nonobs,Data/CAMELSH/timeseries_nonobs/01428000.nc,Hourly2/01428000_hourly.nc,0,96432,0.0,0,26304,0.0,0,26304,0.0,118.6839,7.16031,1.19002885265978,0.104767338316435,49.176,0.9157863,41.54494,0.8211055,0.0,9,False,True,False,False,False
01429500,"Dyberry Creek near Honesdale, PA",PA,02,41.60731044,-75.26712048,167.2245,True,True,True,168.543,168.543,1.0,True,outlet_in_drbc_and_overlap_gte_0.90,timeseries_nonobs,Data/CAMELSH/timeseries_nonobs/01429500.nc,Hourly2/01429500_hourly.nc,88880,96432,0.9216857474697195,25696,26304,0.9768856447688564,24430,26304,0.9287560827250608,167.2245,9.061805,1.12644817704951,0.116487522878053,51.80301,1.288209,41.90098,0.67270528,2.21,9,False,True,False,False,True
01430000,"Lackawaxen River near Honesdale, PA",PA,02,41.56203315,-75.24795344,425.0241,True,True,True,428.353,428.353,1.0,True,outlet_in_drbc_and_overlap_gte_0.90,timeseries_nonobs,Data/CAMELSH/timeseries_nonobs/01430000.nc,Hourly2/01430000_hourly.nc,26391,96432,0.2736747137879542,24742,26304,0.9406173965936739,22900,26304,0.8705900243309003,425.0241,8.713163,1.13621482192209,0.11473089062419,52.2445,1.426019,41.81592,0.58852005,7.16,9,False,True,False,False,True
01431500,"Lackawaxen River at Hawley, PA",PA,02,41.47620023,-75.17211857,748.6569,True,True,True,754.55,754.55,1.0,True,outlet_in_drbc_and_overlap_gte_0.90,timeseries_nonobs,Data/CAMELSH/timeseries_nonobs/01431500.nc,Hourly2/01431500_hourly.nc,53051,96432,0.5501389580222333,23881,26304,0.9078847323600974,22304,26304,0.8479318734793188,748.6569,8.190544,1.14688962260398,0.113789619707687,52.38418,1.609115,41.47672,0.6221585199999999,3.44,9,False,True,False,False,True
01432110,"Lackawaxen River at Rowland, PA",PA,02,41.475923,-75.036281,1528.151,True,True,True,1540.269,1540.269,1.0,True,outlet_in_drbc_and_overlap_gte_0.90,timeseries,Data/CAMELSH/timeseries/01432110.nc,Hourly2/01432110_hourly.nc,30077,96432,0.31189853990376637,25629,26304,0.974338503649635,25728,26304,0.9781021897810219,1528.151,7.514335,1.13923917647683,0.116209344620243,52.70625,1.742287,42.02356,0.68954198,0.25,9,False,True,False,False,True
01432900,MONGAUP RIVER AT MONGAUP VALLEY NY,NY,02,41.668145,-74.780441,198.6642,True,True,True,200.355,200.355,1.0,True,outlet_in_drbc_and_overlap_gte_0.90,timeseries_nonobs,Data/CAMELSH/timeseries_nonobs/01432900.nc,Hourly2/01432900_hourly.nc,63441,96432,0.6578832752613241,25223,26304,0.9589035888077859,23699,26304,0.9009656326034063,198.6642,7.611435,1.09740537473603,0.111836665765277,53.47293,1.520826,48.22948,0.75736395,12.51,10,False,True,False,False,True
01433500,MONGAUP RIVER NEAR MONGAUP NY,NY,02,41.46148109,-74.7587746,523.6794,True,True,True,528.139,528.139,1.0,True,outlet_in_drbc_and_overlap_gte_0.90,timeseries_nonobs,Data/CAMELSH/timeseries_nonobs/01433500.nc,Hourly2/01433500_hourly.nc,11774,96432,0.12209639953542392,2459,26304,0.09348388077858881,26258,26304,0.9982512165450121,523.6794,6.676876,1.12485805045328,0.110681571278455,52.89639,1.409524,46.71135,0.7970735999999999,0.02,10,False,True,False,False,True
01439500,"Bush Kill at Shoemakers, PA",PA,02,41.08815078,-75.03767469,305.8776,True,True,True,308.399,308.399,1.0,True,outlet_in_drbc_and_overlap_gte_0.90,timeseries_nonobs,Data/CAMELSH/timeseries_nonobs/01439500.nc,Hourly2/01439500_hourly.nc,74805,96432,0.7757279741164759,24089,26304,0.9157922749391727,21443,26304,0.8151992092457421,305.8776,6.029912,1.10108052170219,0.101528452733513,56.34431,1.678249,47.99792,0.81330475,2.87,9,False,True,False,False,True
01440400,"Brodhead Creek near Analomink, PA",PA,02,41.08481482,-75.21462514,175.2084,True,True,True,176.623,176.623,1.0,True,outlet_in_drbc_and_overlap_gte_0.90,timeseries_nonobs,Data/CAMELSH/timeseries_nonobs/01440400.nc,Hourly2/01440400_hourly.nc,77848,96432,0.8072838891654223,24822,26304,0.9436587591240876,23909,26304,0.9089492092457421,175.2084,7.645776,1.08296257712617,0.0989280763362685,53.28513,1.172887,49.6897,0.81174875,1.55,9,False,True,False,False,True
01440485,"Swiftwater Creek at Swiftwater, PA",PA,02,41.093979,-75.322128,17.7795,True,True,True,17.921,17.921,1.0,True,outlet_in_drbc_and_overlap_gte_0.90,timeseries_nonobs,Data/CAMELSH/timeseries_nonobs/01440485.nc,Hourly2/01440485_hourly.nc,82780,96432,0.8584287373485979,24919,26304,0.9473464111922141,25457,26304,0.9677995742092458,17.7795,7.735211,1.05997385778492,0.0930808139511046,52.9833,1.430782,54.0,0.6713237599999999,2.81,8,False,True,False,False,True
01441495,"Pocono Creek ab Wigwam Run near Stroudsburg, PA",PA,02,40.990927,-75.255182,120.2427,True,True,True,121.205,121.205,1.0,True,outlet_in_drbc_and_overlap_gte_0.90,timeseries_nonobs,Data/CAMELSH/timeseries_nonobs/01441495.nc,Hourly2/01441495_hourly.nc,69584,96432,0.7215861954537913,24947,26304,0.9484108880778589,23280,26304,0.885036496350365,120.2427,7.341563,1.05997385778492,0.0930808139511046,53.4622,1.604075,53.76859,0.68351012,7.22,5,False,False,False,False,True
01442500,"Brodhead Creek at Minisink Hills, PA",PA,02,40.99870601,-75.14267882,677.5605,True,True,True,683.014,683.014,1.0,True,outlet_in_drbc_and_overlap_gte_0.90,timeseries_nonobs,Data/CAMELSH/timeseries_nonobs/01442500.nc,Hourly2/01442500_hourly.nc,78034,96432,0.8092127094740336,25001,26304,0.9504638077858881,24212,26304,0.9204683698296837,677.5605,7.649423,1.07283750970503,0.0877986364898342,53.16826,2.11876,52.47809,0.70074323,2.78,9,False,True,False,False,True
01443900,YARDS CREEK NEAR BLAIRSTOWN NJ,NJ,02,40.98055556,-75.0391667,13.5909,True,True,True,13.705,13.705,1.0,True,outlet_in_drbc_and_overlap_gte_0.90,timeseries_nonobs,Data/CAMELSH/timeseries_nonobs/01443900.nc,Hourly2/01443900_hourly.nc,87522,96432,0.9076032852165257,24745,26304,0.9407314476885644,24543,26304,0.9330520072992701,13.5909,11.97568,1.10383789550628,0.074242968586753,50.4375,1.0445,53.4458,0.7585590000000001,3.12,9,False,True,False,False,True
01446000,Beaver Brook near Belvidere NJ,NJ,02,40.843333,-75.046389,95.5116,True,True,True,96.316,96.316,1.0,True,outlet_in_drbc_and_overlap_gte_0.90,timeseries_nonobs,Data/CAMELSH/timeseries_nonobs/01446000.nc,Hourly2/01446000_hourly.nc,62770,96432,0.6509250041480007,25006,26304,0.9506538929440389,23428,26304,0.8906630170316302,95.5116,7.429603,1.10615799918335,0.0646979781599315,47.44797,2.425868,54.28105,0.4795333258,0.7,9,False,True,False,False,True
01446775,"Bushkill Creek ab Rt 33 bridge at Tatamy, PA",PA,02,40.748986,-75.265178,81.27631,True,True,True,81.932,81.932,1.0,True,outlet_in_drbc_and_overlap_gte_0.90,timeseries_nonobs,Data/CAMELSH/timeseries_nonobs/01446775.nc,Hourly2/01446775_hourly.nc,43861,96432,0.45483864277418284,26161,26304,0.9945635644768857,26277,26304,0.9989735401459854,81.27631,5.894989,1.12826888203031,0.0709049519693678,37.47609,4.172562,56.22041,0.38463247899999997,1.03,9,False,True,False,False,True
01446776,"Bushkill Creek bl SR2017 bridge at Tatamy, PA",PA,02,40.748708,-75.261012,81.49409,True,True,True,82.151,82.151,1.0,True,outlet_in_drbc_and_overlap_gte_0.90,timeseries_nonobs,Data/CAMELSH/timeseries_nonobs/01446776.nc,Hourly2/01446776_hourly.nc,44466,96432,0.461112493777999,26304,26304,1.0,23510,26304,0.8937804136253041,81.49409,5.886029,1.12826888203031,0.0709049519693678,37.51179,4.167278,56.22517,0.383604432,0.27,9,False,True,False,False,True
01447680,"Tunkhannock Creek near Long Pond, PA",PA,02,41.06536531,-75.52018696,51.7338,True,True,True,52.14,52.14,1.0,True,outlet_in_drbc_and_overlap_gte_0.90,timeseries_nonobs,Data/CAMELSH/timeseries_nonobs/01447680.nc,Hourly2/01447680_hourly.nc,76877,96432,0.7972146175543388,24502,26304,0.9314933090024331,22477,26304,0.8545088199513382,51.7338,1.733707,1.03770160174894,0.119331923049819,50.22983,1.760266,55.19074,0.7985979000000001,4.98,9,False,True,False,False,True
01447720,"Tobyhanna Creek near Blakeslee, PA",PA,02,41.08480822,-75.60546665,308.1267,True,True,True,310.534,310.534,1.0,True,outlet_in_drbc_and_overlap_gte_0.90,timeseries_nonobs,Data/CAMELSH/timeseries_nonobs/01447720.nc,Hourly2/01447720_hourly.nc,80755,96432,0.8374294839887174,25319,26304,0.9625532238442822,23856,26304,0.906934306569343,308.1267,2.826135,1.04839053387824,0.11753534659149,55.80329,1.479304,54.644,0.6054333900000001,3.72,9,False,True,False,False,True
01448500,"Dilldown Creek near Long Pond, PA",PA,02,41.03564341,-75.54324312,6.3117,True,True,True,6.361,6.361,1.0,True,outlet_in_drbc_and_overlap_gte_0.90,timeseries,Data/CAMELSH/timeseries/01448500.nc,Hourly2/01448500_hourly.nc,0,96432,0.0,0,26304,0.0,0,26304,0.0,6.3117,5.878981,1.03770160174894,0.119331923049819,47.475,1.6565,56.02086,0.97903891,0.79,10,False,True,False,False,False
01449360,"Pohopoco Creek at Kresgeville, PA",PA,02,40.8975919,-75.50240767,129.4857,True,True,True,130.505,130.505,1.0,True,outlet_in_drbc_and_overlap_gte_0.90,timeseries_nonobs,Data/CAMELSH/timeseries_nonobs/01449360.nc,Hourly2/01449360_hourly.nc,82495,96432,0.8554732868757259,25991,26304,0.9881006690997567,24887,26304,0.9461298661800487,129.4857,7.154393,1.09834396037741,0.0791719548161945,45.07767,4.113267,56.52313,0.5580894700000001,1.93,10,False,True,False,False,True
01449800,"Pohopoco Cr bl Beltzville Dam nr Parryville, PA",PA,02,40.84564756,-75.64574371,249.4863,True,True,True,251.434,251.434,1.0,True,outlet_in_drbc_and_overlap_gte_0.90,timeseries,Data/CAMELSH/timeseries/01449800.nc,Hourly2/01449800_hourly.nc,83242,96432,0.8632196781151485,26301,26304,0.9998859489051095,26206,26304,0.9962743309002433,249.4863,7.800842,1.0857523712282,0.0837115819349481,43.90985,4.565277,56.90487,0.66245077,0.16,9,False,True,False,False,True
01450500,"Aquashicola Creek at Palmerton, PA",PA,02,40.80620472,-75.59796434,198.1143,True,True,True,199.68,199.68,1.0,True,outlet_in_drbc_and_overlap_gte_0.90,timeseries_nonobs,Data/CAMELSH/timeseries_nonobs/01450500.nc,Hourly2/01450500_hourly.nc,81785,96432,0.8481105856976937,25917,26304,0.9852874087591241,24569,26304,0.9340404501216545,198.1143,12.5971,1.14422483145177,0.0721202148314185,45.29152,4.321888,56.1565,0.6917325099999999,1.08,10,False,True,False,False,True
01451500,"Little Lehigh Creek near Allentown, PA",PA,02,40.58231973,-75.48296088,212.0562,True,True,True,213.711,213.711,1.0,True,outlet_in_drbc_and_overlap_gte_0.90,timeseries_nonobs,Data/CAMELSH/timeseries_nonobs/01451500.nc,Hourly2/01451500_hourly.nc,93681,96432,0.9714721254355401,25935,26304,0.9859717153284672,26230,26304,0.9971867396593674,212.0562,4.847423,1.12123678797399,0.0634835402631812,59.09698,2.269116,53.70774,0.246886864,1.19,10,False,True,False,False,True
01451650,Little Lehigh Creek at Tenth St. Br. at Allentown,PA,02,40.59648637,-75.4740717,253.8567,True,True,True,255.841,255.841,1.0,True,outlet_in_drbc_and_overlap_gte_0.90,timeseries_nonobs,Data/CAMELSH/timeseries_nonobs/01451650.nc,Hourly2/01451650_hourly.nc,28473,96432,0.29526505724240915,26004,26304,0.988594890510949,26199,26304,0.9960082116788321,253.8567,4.572267,1.12123678797399,0.0634835402631812,58.67068,2.227943,54.26712,0.21373240200000002,1.15,10,False,True,False,False,True
01451800,"Jordan Creek near Schnecksville, PA",PA,02,40.66176219,-75.626854,135.8448,True,True,True,136.888,136.888,1.0,True,outlet_in_drbc_and_overlap_gte_0.90,timeseries,Data/CAMELSH/timeseries/01451800.nc,Hourly2/01451800_hourly.nc,84376,96432,0.8749792599966816,24043,26304,0.914043491484185,22068,26304,0.8389598540145985,135.8448,7.615916,1.09566098480662,0.0712385153046741,34.68502,3.181146,53.35634,0.295794732,3.06,9,False,True,False,False,True
01452000,"Jordan Creek at Allentown, PA",PA,02,40.62315267,-75.48240532,196.5627,True,True,True,198.077,198.077,1.0,True,outlet_in_drbc_and_overlap_gte_0.90,timeseries_nonobs,Data/CAMELSH/timeseries_nonobs/01452000.nc,Hourly2/01452000_hourly.nc,92192,96432,0.9560311929649908,25342,26304,0.9634276155717761,24144,26304,0.9178832116788321,196.5627,7.493159,1.09566098480662,0.0712385153046741,37.62745,2.999529,53.83477,0.296644232,1.98,9,False,True,False,False,True
01452500,"Monocacy Creek at Bethlehem, PA",PA,02,40.64120912,-75.37934709,112.041,True,True,True,112.941,112.941,1.0,True,outlet_in_drbc_and_overlap_gte_0.90,timeseries_nonobs,Data/CAMELSH/timeseries_nonobs/01452500.nc,Hourly2/01452500_hourly.nc,92868,96432,0.9630413140866102,25592,26304,0.9729318734793188,26178,26304,0.9952098540145985,112.041,3.927291,1.17598303020301,0.0626123485521882,47.30268,2.442254,58.36498,0.082504617,1.89,8,False,True,False,False,True
01467471,"Schuylkill River ab Mill Creek at Port Carbon, PA",PA,02,40.69375,-76.16477,70.9803,True,True,True,71.493,71.493,1.0,True,outlet_in_drbc_and_overlap_gte_0.90,timeseries,Data/CAMELSH/timeseries/01467471.nc,Hourly2/01467471_hourly.nc,21597,96432,0.22396092583374813,0,26304,0.0,0,26304,0.0,70.9803,11.68571,1.12517631705792,0.0770490904474502,41.07533,7.530744,51.86368,0.8188723400000001,,10,False,False,False,False,False
01467492,"Mill Cr ab Schuylkill River at Port Carbon, PA",PA,02,40.69382,-76.16496,65.1096,True,True,True,65.573,65.573,1.0,True,outlet_in_drbc_and_overlap_gte_0.90,timeseries,Data/CAMELSH/timeseries/01467492.nc,Hourly2/01467492_hourly.nc,21740,96432,0.22544383607101376,0,26304,0.0,0,26304,0.0,65.1096,9.207608,1.14043335625103,0.0788094701358904,42.37533,7.794122,51.96054,0.7827739499999999,,9,False,False,False,False,False
01469500,"Little Schuylkill River at Tamaqua, PA",PA,02,40.80703327,-75.97187089,114.3441,True,True,True,115.175,115.175,1.0,True,outlet_in_drbc_and_overlap_gte_0.90,timeseries,Data/CAMELSH/timeseries/01469500.nc,Hourly2/01469500_hourly.nc,82032,96432,0.8506719761075162,25678,26304,0.9762013381995134,24167,26304,0.9187576034063261,114.3441,10.25494,1.06714801646566,0.0907543302033338,46.24626,5.06833,52.4314,0.7503640699999999,0.85,8,False,True,False,False,True
01469700,"Little Schuylkill River at South Tamaqua, PA",PA,02,40.77315,-75.95659,171.3528,True,True,True,172.605,172.605,1.0,True,outlet_in_drbc_and_overlap_gte_0.90,timeseries,Data/CAMELSH/timeseries/01469700.nc,Hourly2/01469700_hourly.nc,20011,96432,0.20751410320225652,0,26304,0.0,0,26304,0.0,171.3528,11.80633,1.06714801646566,0.0907543302033338,45.1654,5.689282,52.48513,0.72943193,1.92227329711659,10,False,True,False,False,False
01470756,"Maiden Creek at Virginville, PA",PA,02,40.51426052,-75.88298157,410.0616,True,True,True,413.157,413.157,1.0,True,outlet_in_drbc_and_overlap_gte_0.90,timeseries,Data/CAMELSH/timeseries/01470756.nc,Hourly2/01470756_hourly.nc,0,96432,0.0,0,26304,0.0,0,26304,0.0,410.0616,8.733361,1.12951430290218,0.0654665493175554,39.941,3.505435,50.62393,0.393796172,1.86,10,False,True,False,False,False
01471875,"Manatawny Creek near Spangsville, PA",PA,02,40.339538,-75.742136,148.0842,True,True,True,149.22,149.22,1.0,True,outlet_in_drbc_and_overlap_gte_0.90,timeseries_nonobs,Data/CAMELSH/timeseries_nonobs/01471875.nc,Hourly2/01471875_hourly.nc,85482,96432,0.8864484818317571,25444,26304,0.9673053527980535,24423,26304,0.9284899635036497,148.0842,7.759503,1.1545232023988,0.0704587846961476,60.29124,1.534724,50.23603,0.45249116899999997,7.07,10,False,True,False,False,True
01471980,"Manatawny Creek near Pottstown, PA",PA,02,40.27287291,-75.67990946,221.6969,True,True,True,223.403,223.403,1.0,True,outlet_in_drbc_and_overlap_gte_0.90,timeseries_nonobs,Data/CAMELSH/timeseries_nonobs/01471980.nc,Hourly2/01471980_hourly.nc,31246,96432,0.3240210718433715,0,26304,0.0,0,26304,0.0,221.6969,8.079383,1.17224242047114,0.0641119172647473,59.29824,1.574774,49.67771,0.419791549,2.13,9,False,True,False,False,False
01472198,"Perkiomen Creek at East Greenville, PA",PA,02,40.39398789,-75.51545918,97.51591,True,True,True,98.286,98.286,1.0,True,outlet_in_drbc_and_overlap_gte_0.90,timeseries_nonobs,Data/CAMELSH/timeseries_nonobs/01472198.nc,Hourly2/01472198_hourly.nc,27824,96432,0.2885349261655882,25656,26304,0.9753649635036497,24474,26304,0.9304288321167883,97.51591,7.588169,1.1836171356609,0.0667912745482775,54.84185,1.736507,51.96394,0.409770108,4.03,10,False,True,False,False,True
01472199,"West Branch Perkiomen Creek at Hillegass, PA",PA,02,40.37398794,-75.52240343,60.7572,True,True,True,61.233,61.233,1.0,True,outlet_in_drbc_and_overlap_gte_0.90,timeseries_nonobs,Data/CAMELSH/timeseries_nonobs/01472199.nc,Hourly2/01472199_hourly.nc,27433,96432,0.28448025551684086,25553,26304,0.9714492092457421,24144,26304,0.9178832116788321,60.7572,7.012667,1.12342818532536,0.0644220777618969,56.30586,1.609016,49.58894,0.433415332,4.1,9,False,True,False,False,True
01475850,"Crum Creek near Newtown Square, PA",PA,02,39.97649897,-75.43658643,40.9815,True,True,True,41.312,41.312,1.0,True,outlet_in_drbc_and_overlap_gte_0.90,timeseries,Data/CAMELSH/timeseries/01475850.nc,Hourly2/01475850_hourly.nc,85015,96432,0.8816056910569106,26179,26304,0.9952478710462287,25169,26304,0.9568506690997567,40.9815,4.301781,1.26496832848518,0.054614429837766,59.78516,1.016516,55.25613,0.38115736,1.6,10,False,True,False,False,True
01476480,"Ridley Creek at Media, PA",PA,02,39.916223,-75.40325,78.3738,True,True,True,79.003,79.003,1.0,True,outlet_in_drbc_and_overlap_gte_0.90,timeseries,Data/CAMELSH/timeseries/01476480.nc,Hourly2/01476480_hourly.nc,91427,96432,0.9480981416957027,25846,26304,0.9825881995133819,24512,26304,0.9318734793187348,78.3738,5.167667,1.26496832848518,0.054614429837766,59.75013,1.027696,56.26989,0.394421408,6.66,10,False,True,False,False,True
01477000,"Chester Creek near Chester, PA",PA,02,39.86900092,-75.40824943,156.9942,True,True,True,158.253,158.253,1.0,True,outlet_in_drbc_and_overlap_gte_0.90,timeseries,Data/CAMELSH/timeseries/01477000.nc,Hourly2/01477000_hourly.nc,82558,96432,0.8561265969802555,25919,26304,0.9853634428223844,24873,26304,0.9455976277372263,156.9942,4.982046,1.26496832848518,0.054614429837766,59.18387,1.2049,55.34277,0.322538663,2.09,10,False,True,False,False,True
01477800,"SHELLPOT CREEK AT WILMINGTON, DE",DE,02,39.76097222,-75.51869444,18.9459,True,True,True,19.098,19.098,1.0,True,outlet_in_drbc_and_overlap_gte_0.90,timeseries,Data/CAMELSH/timeseries/01477800.nc,Hourly2/01477800_hourly.nc,85694,96432,0.8886469221835076,23962,26304,0.9109641119221411,24829,26304,0.9439248783454988,18.9459,2.320465,1.31778753087334,0.0438384807535549,54.78568,1.505734,50.61489,0.18540686399999998,2.62,10,False,True,False,False,True
01478000,"CHRISTINA RIVER AT COOCHS BRIDGE, DE",DE,02,39.63738889,-75.72788889,54.01347,True,True,True,54.434,54.434,1.0,True,outlet_in_drbc_and_overlap_gte_0.90,timeseries,Data/CAMELSH/timeseries/01478000.nc,Hourly2/01478000_hourly.nc,92563,96432,0.9598784635805542,25560,26304,0.9717153284671532,22992,26304,0.8740875912408759,54.01347,2.721339,1.33948437727386,0.0418539118193327,56.92017,2.533175,51.71398,0.250145769,0.94,10,False,True,False,False,True
