split,gauge_id,gauge_name,state,camelsh_huc02,lat_gage,lng_gage,area,forcing_archive,forcing_member,hourly2_member,train_valid_target_count,train_expected_hours,train_coverage_fraction,validation_valid_target_count,validation_expected_hours,validation_coverage_fraction,test_valid_target_count,test_expected_hours,test_coverage_fraction,FLOW_PCT_EST_VALUES,BASIN_BOUNDARY_CONFIDENCE,sampling_seed,stratum_source_count,stratum_selected_count,slope,aridity,snow_fraction,soil_depth,permeability,forest_fraction,baseflow_index
train,01638420,"N F CATOCTIN CREEK AT RT 681 NEAR WATERFORD, VA",VA,02,39.205,-77.623889,60.075,timeseries,Data/CAMELSH/timeseries/01638420.nc,Hourly2/01638420_hourly.nc,78400,96432,0.8130081300813008,26016,26304,0.9890510948905109,24071,26304,0.9151079683698297,5.27,10,20261521.0,276.0,26.0,7.442647,1.41079377297794,0.0573009504995701,55.14233,3.087085,0.41884640900000003,52.42061
train,01651000,"NW BRANCH ANACOSTIA RIVER NEAR HYATTSVILLE, MD",MD,02,38.95233333,-76.96605556,127.8054,timeseries,Data/CAMELSH/timeseries/01651000.nc,Hourly2/01651000_hourly.nc,92276,96432,0.9569022731043637,26011,26304,0.9888610097323601,24456,26304,0.9297445255474452,2.53,10,20261521.0,276.0,26.0,3.701776,1.53753137767706,0.0456058102197027,58.72532,2.330925,0.23310985599999998,46.91402
train,01658000,"MATTAWOMAN CREEK NEAR POMONKEY, MD",MD,02,38.59613889,-77.05602778,143.748,timeseries,Data/CAMELSH/timeseries/01658000.nc,Hourly2/01658000_hourly.nc,85579,96432,0.8874543719926995,25821,26304,0.9816377737226277,25440,26304,0.9671532846715328,0.48,10,20261521.0,276.0,26.0,1.404424,1.22627492651448,0.0309952499838496,57.9206,3.877014,0.46845735,39.84548
train,01660920,"ZEKIAH SWAMP RUN NEAR NEWTOWN, MD",MD,02,38.49058333,-76.92708333,208.5102,timeseries,Data/CAMELSH/timeseries/01660920.nc,Hourly2/01660920_hourly.nc,80040,96432,0.8300149328023892,25747,26304,0.9788245133819952,23688,26304,0.9005474452554745,10.33,10,20261521.0,276.0,26.0,1.734475,1.36451295383076,0.0312719289548994,58.08905,3.972577,0.50781686,44.18162
train,01661050,"ST CLEMENT CREEK NEAR CLEMENTS, MD",MD,02,38.33330556,-76.725,47.85433,timeseries,Data/CAMELSH/timeseries/01661050.nc,Hourly2/01661050_hourly.nc,82619,96432,0.8567591670814667,25850,26304,0.9827402676399026,25237,26304,0.9594358272506083,3.23,10,20261521.0,276.0,26.0,2.38394,1.18894158239668,0.0195034553644551,57.97538,3.93788,0.51487799,48.31191
train,01669000,"PISCATAWAY CREEK NEAR TAPPAHANNOCK, VA",VA,02,37.87708193,-76.90052102,71.84071,timeseries,Data/CAMELSH/timeseries/01669000.nc,Hourly2/01669000_hourly.nc,87624,96432,0.9086610253857641,25607,26304,0.9735021289537713,22605,26304,0.859375,2.88,9,20261521.0,276.0,26.0,2.886025,1.51843629316727,0.0233225170260023,60.0,5.1665,0.5873244400000001,51.71715
train,02017500,"JOHNS CREEK AT NEW CASTLE, VA",VA,02,37.50623973,-80.10671504,276.1497,timeseries,Data/CAMELSH/timeseries/02017500.nc,Hourly2/02017500_hourly.nc,89429,96432,0.9273788783806205,25699,26304,0.9769996958637469,25198,26304,0.9579531630170316,1.78,10,20261521.0,276.0,26.0,17.25391,1.52396922721661,0.0617939586762282,39.76696,5.444149,0.9183659900000001,48.06064
train,02029000,"JAMES RIVER AT SCOTTSVILLE, VA",VA,02,37.79736513,-78.49139804,11875.81,timeseries,Data/CAMELSH/timeseries/02029000.nc,Hourly2/02029000_hourly.nc,94859,96432,0.983687987390078,25414,26304,0.9661648418491484,24908,26304,0.9469282238442822,0.29,10,20261521.0,276.0,26.0,16.22672,1.49409378658356,0.0520507906279705,43.41005,3.856571,0.79046914,46.71775
train,02032640,"N F RIVANNA RIVER NEAR EARLYSVILLE, VA",VA,02,38.163467,-78.424732,280.2519,timeseries,Data/CAMELSH/timeseries/02032640.nc,Hourly2/02032640_hourly.nc,85232,96432,0.883855981416957,24523,26304,0.9322916666666666,23589,26304,0.8967837591240876,7.14,10,20261521.0,276.0,26.0,13.71604,1.50211545031231,0.0471097794362168,50.99638,2.68711,0.6825277900000001,43.69891
train,02047500,"BLACKWATER RIVER NEAR DENDRON, VA",VA,03,37.02514993,-76.87468243,743.7955,timeseries,Data/CAMELSH/timeseries/02047500.nc,Hourly2/02047500_hourly.nc,95468,96432,0.9900033184005309,26207,26304,0.9963123479318735,25463,26304,0.9680276763990268,0.63,9,20261522.0,231.0,22.0,1.384972,1.46879377212441,0.0222214779178126,60.0,3.65116,0.45919995999999996,45.12908
train,02053200,"POTECASI CREEK NEAR UNION, NC",NC,03,36.37083333,-77.02555556,583.6599,timeseries_nonobs,Data/CAMELSH/timeseries_nonobs/02053200.nc,Hourly2/02053200_hourly.nc,93711,96432,0.971783225485316,25333,26304,0.9630854622871047,25251,26304,0.9599680656934306,1.39,9,20261522.0,231.0,22.0,0.3765869,1.43968656869232,0.0143578808789628,59.64186,6.936138,0.32777089,34.27021
train,02054500,"ROANOKE RIVER AT LAFAYETTE, VA",VA,03,37.23652179,-80.20920888,661.3497,timeseries,Data/CAMELSH/timeseries/02054500.nc,Hourly2/02054500_hourly.nc,94141,96432,0.9762423261987722,25989,26304,0.9880246350364964,26087,26304,0.9917503041362531,1.21,9,20261522.0,231.0,22.0,17.91994,1.50493132306919,0.0512332115046154,42.76954,2.002383,0.77545643,50.85749
train,02055100,"TINKER CREEK NEAR DALEVILLE, VA",VA,03,37.41763318,-79.93531928,30.5352,timeseries_nonobs,Data/CAMELSH/timeseries_nonobs/02055100.nc,Hourly2/02055100_hourly.nc,93654,96432,0.9711921353907417,26208,26304,0.9963503649635036,25989,26304,0.9880246350364964,1.5,10,20261522.0,231.0,22.0,8.2286,1.44913513212745,0.0448687379199977,42.24107,1.341397,0.35413231,49.60192
train,02061500,"BIG OTTER RIVER NEAR EVINGTON, VA",VA,03,37.20847738,-79.30363572,815.2614,timeseries,Data/CAMELSH/timeseries/02061500.nc,Hourly2/02061500_hourly.nc,90540,96432,0.9388999502239921,25847,26304,0.9826262165450121,24741,26304,0.9405793795620438,2.55,10,20261522.0,231.0,22.0,9.309398,1.42554433344977,0.0418925303220576,57.30846,2.059132,0.56579928,53.49326
train,02062500,"ROANOKE (STAUNTON) RIVER AT BROOKNEAL, VA",VA,03,37.04125242,-78.95029142,6229.019,timeseries,Data/CAMELSH/timeseries/02062500.nc,Hourly2/02062500_hourly.nc,91192,96432,0.9456611913057906,22985,26304,0.8738214720194647,26256,26304,0.9981751824817519,0.74,10,20261522.0,231.0,22.0,9.991193,1.45434902158677,0.0405132898440392,53.1177,2.11781,0.6251639099999999,53.31227
train,02084160,"CHICOD CR AT SR1760 NEAR SIMPSON, NC",NC,03,35.56166667,-77.23083333,109.0404,timeseries_nonobs,Data/CAMELSH/timeseries_nonobs/02084160.nc,Hourly2/02084160_hourly.nc,77440,96432,0.8030529284884685,26115,26304,0.9928147810218978,25998,26304,0.9883667883211679,3.37,7,20261522.0,231.0,22.0,0.0994774,1.3933016297927,0.0091146983830292,60.0,5.93952,0.19515882,35.80359
train,02111500,"REDDIES RIVER AT NORTH WILKESBORO, NC",NC,03,36.175,-81.16888889,233.6607,timeseries_nonobs,Data/CAMELSH/timeseries_nonobs/02111500.nc,Hourly2/02111500_hourly.nc,91922,96432,0.9532312925170068,26016,26304,0.9890510948905109,25542,26304,0.9710310218978102,2.28,10,20261522.0,231.0,22.0,18.27216,1.18164637418445,0.0169311768634991,51.34471,2.471671,0.8193996699999999,64.29647
train,0214657975,"IRVINS CREEK AT SR3168 NR CHARLOTTE, NC",NC,03,35.15861,-80.71333,21.7917,timeseries,Data/CAMELSH/timeseries/0214657975.nc,Hourly2/0214657975_hourly.nc,93238,96432,0.9668782147005144,24888,26304,0.9461678832116789,26207,26304,0.9963123479318735,2.45901639344262,10,20261522.0,231.0,22.0,2.484138,1.58268305735049,0.0167513051813382,58.15,1.4405,0.31008135,28.14215
train,02208150,"ALCOVY RIVER AT NEW HOPE ROAD, NEAR GRAYSON, GA",GA,03,33.917607,-83.887958,79.46941,timeseries,Data/CAMELSH/timeseries/02208150.nc,Hourly2/02208150_hourly.nc,80380,96432,0.8335407333665174,25348,26304,0.9636557177615572,25232,26304,0.9592457420924574,6.2,10,20261522.0,231.0,22.0,4.426467,1.38533951706399,0.0098576920368693,58.3726,1.736101,0.30417297600000004,53.88121
train,02315500,"SUWANNEE RIVER AT WHITE SPRINGS, FLA.",FL,03,30.32578122,-82.73818263,6136.255,timeseries_nonobs,Data/CAMELSH/timeseries_nonobs/02315500.nc,Hourly2/02315500_hourly.nc,84593,96432,0.877229550356728,26241,26304,0.9976049270072993,25991,26304,0.9881006690997567,1.37,7,20261522.0,231.0,22.0,0.1116618,1.58202938257396,0.0001802728406944,59.97688,7.586476,0.30482640369999997,35.20358
train,02327100,"SOPCHOPPY RIVER NR SOPCHOPPY, FLA.",FL,03,30.12936856,-84.49434823,271.1182,timeseries_nonobs,Data/CAMELSH/timeseries_nonobs/02327100.nc,Hourly2/02327100_hourly.nc,83195,96432,0.8627322880371661,24558,26304,0.9336222627737226,25214,26304,0.9585614355231143,1.97,9,20261522.0,231.0,22.0,0.7536147,1.27208626199292,0.0001219060308221,59.99132,9.468787,0.32189131959999995,46.08482
train,02361000,"CHOCTAWHATCHEE RIVER NEAR NEWTON, AL.",AL,03,31.34294923,-85.61049115,1781.611,timeseries_nonobs,Data/CAMELSH/timeseries_nonobs/02361000.nc,Hourly2/02361000_hourly.nc,94597,96432,0.9809710469553675,25374,26304,0.9646441605839416,25820,26304,0.9815997566909975,1.19,8,20261522.0,231.0,22.0,3.842569,1.485141527524,0.0012900988500366,60.0,4.513454,0.48865563,48.7198
train,02362240,"LITTLE DOUBLE BRIDGES CREEK NR ENTERPRISE, AL.",AL,03,31.27239318,-85.9582737,55.2006,timeseries_nonobs,Data/CAMELSH/timeseries_nonobs/02362240.nc,Hourly2/02362240_hourly.nc,85208,96432,0.8836071013771363,25534,26304,0.9707268856447688,26010,26304,0.9888229927007299,0.99,10,20261522.0,231.0,22.0,3.419594,1.36501506784035,0.0011495253483095,60.0,3.243165,0.42863660000000003,46.55144
train,02369800,BLACKWATER RIVER NEAR BRADLEY AL,AL,03,31.02767985,-86.70995668,227.5129,timeseries_nonobs,Data/CAMELSH/timeseries_nonobs/02369800.nc,Hourly2/02369800_hourly.nc,95921,96432,0.9947009291521487,25725,26304,0.9779881386861314,25648,26304,0.9750608272506083,0.22,10,20261522.0,231.0,22.0,2.12433,1.24793183609564,0.0005377711220541,60.0,3.503127,0.78627596,54.41758
train,02388500,"OOSTANAULA RIVER NEAR ROME, GA",GA,03,34.29842576,-85.13800507,5481.973,timeseries_nonobs,Data/CAMELSH/timeseries_nonobs/02388500.nc,Hourly2/02388500_hourly.nc,77153,96432,0.8000767380122781,25055,26304,0.9525167274939172,25720,26304,0.9777980535279805,1.52,10,20261522.0,231.0,22.0,9.151234,1.23072006226505,0.0073489997407297,44.75819,1.794892,0.66923902,52.39988
train,02397000,"COOSA RIVER NEAR ROME, GA",GA,03,34.20037286,-85.25661961,10460.54,timeseries_nonobs,Data/CAMELSH/timeseries_nonobs/02397000.nc,Hourly2/02397000_hourly.nc,92469,96432,0.9589036834245893,25727,26304,0.9780641727493917,25793,26304,0.980573296836983,0.4,10,20261522.0,231.0,22.0,7.996243,1.24715118792599,0.0070402555226448,47.41778,1.87122,0.64085378,53.78213
train,02401000,BIG WILLS CREEK NEAR REECE CITY,AL,03,34.09815153,-86.03802865,473.5224,timeseries,Data/CAMELSH/timeseries/02401000.nc,Hourly2/02401000_hourly.nc,94353,96432,0.9784407665505227,26207,26304,0.9963123479318735,26297,26304,0.9997338807785888,0.72,9,20261522.0,231.0,22.0,9.627819,1.31136798608228,0.0084175838237009,52.36581,2.059948,0.5789473199999999,39.04793
train,02423380,CAHABA RIVER NEAR MOUNTAIN BROOK AL,AL,03,33.48177242,-86.71276528,363.1473,timeseries,Data/CAMELSH/timeseries/02423380.nc,Hourly2/02423380_hourly.nc,93793,96432,0.9726335656213705,26000,26304,0.9884428223844283,26292,26304,0.9995437956204379,1.39,10,20261522.0,231.0,22.0,8.102164,1.26340772092619,0.0057200989388628,40.02435,1.725482,0.62221038,38.47146
train,02423397,"LITTLE CAHABA RIVER BELOW LEEDS, AL.",AL,03,33.534549,-86.562485,43.94812,timeseries,Data/CAMELSH/timeseries/02423397.nc,Hourly2/02423397_hourly.nc,79048,96432,0.8197278911564626,26208,26304,0.9963503649635036,25894,26304,0.9844130170316302,2.43,9,20261522.0,231.0,22.0,5.112096,1.26706811923356,0.004791916390618,47.25728,1.482919,0.38695338,37.47032
train,02430880,"CUMMINGS CREEK NR FULTON, MS",MS,03,34.30444444,-88.37111111,47.6676,timeseries_nonobs,Data/CAMELSH/timeseries_nonobs/02430880.nc,Hourly2/02430880_hourly.nc,81856,96432,0.8488468558154969,25564,26304,0.9718673965936739,25343,26304,0.9634656326034063,10.26,9,20261522.0,231.0,22.0,4.900546,1.25288759488909,0.0087589557452422,60.0,2.364,0.7246809000000001,46.40735
train,02479560,ESCATAWPA RIVER NEAR AGRICOLA MS,MS,03,30.80907749,-88.45862738,1454.328,timeseries,Data/CAMELSH/timeseries/02479560.nc,Hourly2/02479560_hourly.nc,95130,96432,0.9864982578397212,26279,26304,0.9990495742092458,26301,26304,0.9998859489051095,1.58,9,20261522.0,231.0,22.0,2.47464,1.23222174519376,0.0007935708897568,60.0,3.019667,0.52602103,38.44076
train,03020500,"Oil Creek at Rouseville, PA",PA,05,41.4817261,-79.69533043,730.5574,timeseries_nonobs,Data/CAMELSH/timeseries_nonobs/03020500.nc,Hourly2/03020500_hourly.nc,83432,96432,0.8651899784303966,23064,26304,0.8768248175182481,21987,26304,0.8358804744525548,3.18,9,20261524.0,272.0,26.0,6.425108,1.19741028885902,0.115491724294454,57.14811,1.69021,0.64600924,39.35051
train,03021350,"French Creek near Wattsburg, PA",PA,05,42.01533201,-79.78255074,239.6691,timeseries,Data/CAMELSH/timeseries/03021350.nc,Hourly2/03021350_hourly.nc,82079,96432,0.8511593661854986,24641,26304,0.9367776763990268,21573,26304,0.8201414233576643,7.63,9,20261524.0,272.0,26.0,4.870461,1.16616668269054,0.146313113347784,56.95689,2.045517,0.44792883000000006,38.19676
train,03052000,"MIDDLE FORK RIVER AT AUDRA, WV",WV,05,39.03954454,-80.0681352,386.9613,timeseries,Data/CAMELSH/timeseries/03052000.nc,Hourly2/03052000_hourly.nc,93346,96432,0.967998174879708,25413,26304,0.9661268248175182,24880,26304,0.9458637469586375,1.7,10,20261524.0,272.0,26.0,17.47383,1.07629107023595,0.0830606956765207,36.63304,4.826044,0.91987578,30.01755
train,03054500,"TYGART VALLEY RIVER AT PHILIPPI, WV",WV,05,39.15037545,-80.03869104,2360.572,timeseries,Data/CAMELSH/timeseries/03054500.nc,Hourly2/03054500_hourly.nc,93986,96432,0.9746349759415962,25823,26304,0.9817138077858881,25319,26304,0.9625532238442822,1.27,10,20261524.0,272.0,26.0,16.59869,1.0900029623476,0.082659118292817,37.23144,3.394083,0.830723184,31.03356
